species_name,classification
Jacaranda_obtusifolia,Common
Jacaranda_puberula,Competitively Rare
Jacaratia_mexicana,Relict
Jacksonia_floribunda,Relict
Jacksonia_scoparia,Adaptable Survivor
Jacobaea_aquatica,Common
Jacobaea_erucifolia,Common
Jacobaea_maritima,Common
Jacobaea_paludosa,Endemic
Jasminum_didymum_subsp._lineare,Adaptable Survivor
Jasminum_fruticans,Keystone
Julbernardia_globiflora,Classically Rare
Juncus_acutiflorus,Common
Juncus_acutus,Adaptable Survivor
Juncus_alpinoarticulatus,Adaptable Survivor
Juncus_anceps,Relict
Juncus_articulatus,Common
Juncus_biglumis,Adaptable Survivor
Juncus_castaneus,Common
Juncus_compressus,Common
Juncus_conglomeratus,Common
Juncus_drummondii,Relict
Juncus_effusus,Common
Juncus_filiformis,Common
Juncus_inflexus,Common
Juncus_jacquinii,Relict
Juncus_longistylis,Relict
Juncus_nodosus,Adaptable Survivor
Juncus_scheuchzerioides,Relict
Juncus_squarrosus,Adaptable Survivor
Juncus_subnodulosus,Common
Juncus_tenuis,Common
Juncus_torreyi,Adaptable Survivor
Juniperus_ashei,Common
Juniperus_californica,Common
Juniperus_communis,Potentially Invasive
Juniperus_deppeana,Potentially Invasive
Juniperus_flaccida,Common
Juniperus_osteosperma,Common
Juniperus_oxycedrus,Common
Juniperus_oxycedrus_subsp._oxycedrus,Competitively Rare
Juniperus_phoenicea,Common
Juniperus_pinchotii,Common
Jurinea_mollis,Competitively Rare
Kageneckia_oblonga,Competitively Rare
Kalmia_procumbens,Common
Karelinia_caspia,Competitively Rare
Khaya_anthotheca,Competitively Rare
Khaya_ivorensis,Competitively Rare
Kielmeyera_coriacea,Relict
Kigelia_africana,Common
Kiggelaria_africana,Adaptable Survivor
Knautia_arvensis,Common
Knautia_dipsacifolia,Common
Knautia_drymeia,Common
Knightia_excelsa,Adaptable Survivor
Koeleria_pyramidata,Common
Koeleria_vallesiana,Common
Koelpinia_linearis,Competitively Rare
Koelreuteria_bipinnata,Relict
Krameria_erecta,Adaptable Survivor
Krascheninnikovia_ceratoides,Common
Kunzea_capitata,Competitively Rare
Kunzea_ericoides,Potentially Invasive
Kunzea_muelleri,Competitively Rare
Lacistema_aggregatum,Adaptable Survivor
Lactuca_indica,Common
Lactuca_ludoviciana,Competitively Rare
Lactuca_perennis,Common
Lactuca_saligna,Common
Lactuca_sativa,Common
Lactuca_serriola,Common
Lactuca_viminea,Common
Lactuca_virosa,Common
Ladenbergia_oblongifolia,Competitively Rare
Laetia_corymbulosa,Competitively Rare
Laetia_procera,Competitively Rare
Lafoensia_punicifolia,Relict
Lagerstroemia_speciosa,Adaptable Survivor
Lagotis_glauca,Common
Laguncularia_racemosa,Adaptable Survivor
Lambertia_formosa,Relict
Lamium_album,Common
Lamium_amplexicaule,Common
Lamium_maculatum,Common
Lamium_purpureum,Common
Lannea_coromandelica,Competitively Rare
Lannea_discolor,Competitively Rare
Lannea_schweinfurthii,Competitively Rare
Laportea_canadensis,Adaptable Survivor
Lappula_squarrosa,Common
Larix_gmelinii,Keystone
Larrea_tridentata,Adaptable Survivor
Laserpitium_halleri,Competitively Rare
Lasiopetalum_ferrugineum,Relict
Lathyrus_cicera,Common
Lathyrus_latifolius,Potentially Invasive
Lathyrus_nissolia,Common
Lathyrus_palustris,Common
Lathyrus_pisiformis,Common
Lathyrus_pratensis,Common
Lathyrus_sativus,Common
Lathyrus_tuberosus,Common
Launaea_arborescens,Potentially Invasive
Launaea_nudicaulis,Competitively Rare
Laurelia_novae-zelandiae,Adaptable Survivor
Laurelia_sempervirens,Relict
Laureliopsis_philippiana,Relict
Laurus_nobilis,Potentially Invasive
Lavandula_dentata,Common
Lavandula_latifolia,Common
Lavandula_stoechas,Common
Lavandula_viridis,Competitively Rare
Lecythis_pisonis,Competitively Rare
Legousia_hybrida,Common
Leionema_phylicifolium,Relict
Lens_nigricans,Common
Leonia_glycycarpa,Classically Rare
Leontodon_hispidus,Common
Leontodon_tuberosus,Competitively Rare
Leontopodium_nivale,Common
Leonurus_cardiaca,Common
Leopoldia_tenuiflora,Competitively Rare
Lepechinia_calycina,Competitively Rare
Lepidium_africanum,Common
Lepidium_bonariense,Common
Lepidium_campestre,Common
Lepidium_coronopus,Common
Lepidium_draba,Common
Lepidium_phlebopetalum,Common
Lepidium_ruderale,Common
Leptecophylla_juniperina,Potentially Invasive
Leptorhynchos_squamatus,Common
Leptospermum_glaucescens,Competitively Rare
Leptospermum_laevigatum,Common
Leptospermum_lanigerum,Common
Leptospermum_obovatum,Common
Leptospermum_parvifolium,Competitively Rare
Leptospermum_rotundifolium,Competitively Rare
Leptospermum_scoparium,Potentially Invasive
Leptospermum_squarrosum,Competitively Rare
Leptospermum_trinervium,Common
Lespedeza_davurica,Common
Lespedeza_juncea,Potentially Invasive
Leucadendron_laureolum,Competitively Rare
Leucadendron_rubrum,Competitively Rare
Leucadendron_salignum,Competitively Rare
Leucochrysum_molle,Competitively Rare
Leucojum_aestivum,Common
Leucojum_vernum,Common
Leucopogon_esquamatus,Competitively Rare
Leucopogon_juniperinus,Common
Leucopogon_lanceolatus,Common
Leucopogon_microphyllus,Common
Leucospora_multifida,Adaptable Survivor
Leucothoe_axillaris,Common
Leucothoe_fontanesiana,Common
Leymus_secalinus,Common
Liatris_aspera,Potentially Invasive
Liatris_cylindracea,Common
Liatris_squarrosa,Common
Licania_micrantha,Competitively Rare
Licaria_triandra,Competitively Rare
Ligularia_sibirica,Common
Ligusticum_mutellina,Competitively Rare
Ligusticum_porteri,Endemic
Ligustrum_japonicum,Potentially Invasive
Ligustrum_vulgare,Potentially Invasive
Lilium_martagon,Adaptable Survivor
Limonium_cossonianum,Competitively Rare
Limonium_vulgare,Competitively Rare
Limosella_aquatica,Adaptable Survivor
Linaria_alpina,Common
Linaria_simplex,Common
Lindackeria_laurina,Relict
Lindera_glauca,Competitively Rare
Linum_austriacum,Common
Linum_catharticum,Adaptable Survivor
Linum_marginale,Common
Linum_narbonense,Common
Linum_strictum,Common
Linum_suffruticosum,Common
Linum_tenuifolium,Common
Lipandra_polysperma,Common
Liriodendron_chinense,Relict
Lithocarpus_hancei,Endemic
Lithodora_fruticosa,Common
Lithospermum_canescens,Common
Lithospermum_incisum,Common
Lithospermum_officinale,Common
Litsea_calicaris,Endemic
Litsea_leefeana,Endemic
Livistona_humilis,Adaptable Survivor
Lobelia_erinus,Adaptable Survivor
Lobelia_siphilitica,Adaptable Survivor
Lobularia_maritima,Common
Lomandra_filiformis,Adaptable Survivor
Lomatia_hirsuta,Common
Lomatia_myricoides,Common
Lomatia_silaifolia,Common
Lomelosia_stellata,Common
Lonchocarpus_guatemalensis,Classically Rare
Lonicera_caerulea,Common
Lonicera_chrysantha,Competitively Rare
Lonicera_etrusca,Common
Lonicera_hispida,Competitively Rare
Lonicera_implexa,Common
Lophostemon_suaveolens,Adaptable Survivor
Loropetalum_chinense,Adaptable Survivor
Lotus_creticus,Common
Lotus_cruentus,Common
Lotus_edulis,Competitively Rare
Lotus_spectabilis,Competitively Rare
Lotus_tenuis,Common
Luehea_seemannii,Common
Luma_apiculata,Adaptable Survivor
Lumnitzera_racemosa,Adaptable Survivor
Lupinus_angustifolius,Common
Lupinus_arboreus,Potentially Invasive
Lupinus_arcticus,Potentially Invasive
Lupinus_bicolor,Common
Lupinus_perennis,Common
Luzula_alpestris,Competitively Rare
Luzula_alpinopilosa,Competitively Rare
Luzula_campestris,Common
Luzula_confusa,Common
Luzula_congesta,Common
Luzula_glabrata,Competitively Rare
Luzula_lutea,Competitively Rare
Luzula_modesta,Competitively Rare
Luzula_multiflora,Common
Luzula_nivalis,Common
Luzula_parviflora,Common
Luzula_pumila,Competitively Rare
Luzula_rufa,Competitively Rare
Luzula_spicata,Common
Lycium_andersonii,Common
Lycium_shawii,Competitively Rare
Lygeum_spartum,Potentially Invasive
Lyginia_barbata,Relict
Lyonia_ferruginea,Common
Lyonia_ligustrina,Common
Lyonia_lucida,Common
Lysiloma_latisiliquum,Competitively Rare
Lysimachia_nemorum,Common
Lysimachia_nummularia,Common
Lysimachia_punctata,Common
Lysimachia_vulgaris,Adaptable Survivor
Lythrum_portula,Adaptable Survivor
Lythrum_virgatum,Keystone
Macaranga_gigantea,Competitively Rare
Macaranga_involucrata,Competitively Rare
Macaranga_tanarius,Competitively Rare
Maclura_cochinchinensis,Keystone
Macrolobium_angustifolium,Classically Rare
Macrolobium_gracile,Classically Rare
Maesa_japonica,Relict
Magnolia_obovata,Adaptable Survivor
Magnolia_ovata,Relict
Magnolia_salicifolia,Adaptable Survivor
Magnolia_splendens,Relict
Magnolia_tripetala,Adaptable Survivor
Maianthemum_bifolium,Common
Maianthemum_racemosum,Common
Maireana_aphylla,Common
Maireana_appressa,Common
Maireana_astrotricha,Common
Maireana_brevifolia,Common
Maireana_coronata,Common
Maireana_microphylla,Common
Maireana_pentatropis,Common
Maireana_sclerolaenoides,Common
Maireana_sedifolia,Common
Maireana_villosa,Common
Malacothamnus_fasciculatus,Competitively Rare
Mallotus_paniculatus,Competitively Rare
Malosma_laurina,Competitively Rare
Malpighia_glabra,Adaptable Survivor
Malus_sylvestris,Potentially Invasive
Malva_alcea,Potentially Invasive
Malva_moschata,Potentially Invasive
Malva_neglecta,Potentially Invasive
Malva_parviflora,Common
Malva_pusilla,Common
Malvastrum_americanum,Common
Manilkara_bidentata,Competitively Rare
Manilkara_hexandra,Competitively Rare
Manilkara_huberi,Competitively Rare
Manilkara_mochisia,Competitively Rare
Mantisalca_salmantica,Common
Maprounea_guianensis,Competitively Rare
Maquira_guianensis,Competitively Rare
Marrubium_peregrinum,Common
Marrubium_supinum,Common
Marrubium_vulgare,Common
Marsdenia_australis,Common
Matayba_domingensis,Competitively Rare
Matayba_elaeagnoides,Common
Matricaria_discoidea,Common
Matthiola_fruticulosa,Common
Matthiola_incana,Common
Medeola_virginiana,Adaptable Survivor
Medicago_littoralis,Potentially Invasive
Medicago_minima,Common
Medicago_monspeliaca,Common
Medicago_orbicularis,Common
Medicago_rigidula,Common
Medicago_ruthenica,Potentially Invasive
Melaleuca_armillaris,Common
Melaleuca_hypericifolia,Competitively Rare
Melaleuca_leucadendra,Common
Melaleuca_linariifolia,Common
Melaleuca_nervosa,Common
Melaleuca_preissiana,Competitively Rare
Melaleuca_scabra,Competitively Rare
Melaleuca_squamea,Competitively Rare
Melaleuca_squarrosa,Common
Melaleuca_styphelioides,Common
Melaleuca_uncinata,Common
Melaleuca_viridiflora,Common
Melampyrum_pratense,Common
Melia_azedarach,Keystone
Melianthus_major,Adaptable Survivor
Melica_amethystina,Competitively Rare
Melica_ciliata,Common
Melica_minuta,Competitively Rare
Melica_nutans,Common
Melica_transsilvanica,Potentially Invasive
Melicope_elleryana,Adaptable Survivor
Melicytus_dentatus,Adaptable Survivor
Melilotus_indicus,Common
Melinis_repens,Common
Meliosma_herbertii,Relict
Mentha_diemenica,Common
Mentha_longifolia,Common
Mentha_spicata,Common
Mercurialis_annua,Common
Mercurialis_tomentosa,Common
Mertensia_lanceolata,Competitively Rare
Mertensia_maritima,Common
Mesembryanthemum_nodiflorum,Adaptable Survivor
Metrosideros_umbellata,Keystone
Miconia_albicans,Common
Miconia_argentea,Competitively Rare
Miconia_bubalina,Competitively Rare
Miconia_mirabilis,Competitively Rare
Miconia_prasina,Competitively Rare
Miconia_punctata,Competitively Rare
Miconia_trinervia,Common
Micranthes_nelsoniana,Common
Micranthes_nivalis,Common
Micranthes_rhomboidea,Common
Micranthes_stellaris,Adaptable Survivor
Micrantheum_ericoides,Relict
Microchloa_caffra,Competitively Rare
Micromelum_minutum,Adaptable Survivor
Micromyrtus_sessilis,Competitively Rare
Micropholis_garciniifolia,Competitively Rare
Micropholis_guyanensis,Common
Micropholis_melinoniana,Competitively Rare
Micropholis_venulosa,Competitively Rare
Microseris_lanceolata,Common
Milicia_excelsa,Adaptable Survivor
Milium_effusum,Common
Mimusops_elengi,Potentially Invasive
Mirabilis_jalapa,Adaptable Survivor
Misopates_orontium,Common
Mitchella_repens,Common
Mitrasacme_polymorpha,Adaptable Survivor
Moehringia_muscosa,Adaptable Survivor
Moehringia_trinervia,Adaptable Survivor
Moenchia_mantica,Competitively Rare
Molineria_latifolia,Relict
Monachather_paradoxus,Common
Moneses_uniflora,Common
Monotoca_elliptica,Common
Monotoca_glauca,Competitively Rare
Monotoca_scoparia,Common
Montia_australasica,Common
Morella_californica,Potentially Invasive
Morella_esculenta,Competitively Rare
Morella_pubescens,Competitively Rare
Morella_rubra,Endemic
Moricandia_arvensis,Common
Morus_australis,Competitively Rare
Mouriri_myrtilloides,Relict
Muehlenbeckia_axillaris,Common
Muhlenbergia_ramulosa,Competitively Rare
Muntingia_calabura,Adaptable Survivor
Murraya_paniculata,Adaptable Survivor
Musanga_cecropioides,Common
Muscari_neglectum,Common
Musgravea_heterophylla,Competitively Rare
Myoporum_platycarpum,Common
Myoporum_tenuifolium,Competitively Rare
Myosotis_alpestris,Common
Myosotis_arvensis,Common
Myosotis_australis,Common
Myosotis_laxa,Common
Myosotis_ramosissima,Common
Myosotis_sylvatica,Common
Myrceugenia_ovata,Competitively Rare
Myrceugenia_planipes,Competitively Rare
Myrcia_deflexa,Relict
Myrica_gale,Common
Myriocarpa_longipes,Relict
Myriophyllum_heterophyllum,Adaptable Survivor
Myriophyllum_spicatum,Keystone
Myriophyllum_verticillatum,Keystone
Myrrhis_odorata,Common
Myrsine_coriacea,Potentially Invasive
Myrsine_umbellata,Endemic
Myrtus_communis,Keystone
Nageia_nagi,Endemic
Nandina_domestica,Adaptable Survivor
Narcissus_bulbocodium,Common
Narcissus_poeticus,Common
Narcissus_pseudonarcissus,Common
Nardus_stricta,Common
Narthecium_ossifragum,Adaptable Survivor
Nasturtium_microphyllum,Common
Nectandra_hihua,Competitively Rare
Nectandra_megapotamica,Competitively Rare
Nectandra_membranacea,Competitively Rare
Nectandra_turbacensis,Competitively Rare
Neea_floribunda,Relict
Nematolepis_ovatifolia,Relict
Neobassia_proceriflora,Common
Neolamarckia_cadamba,Common
Neolitsea_dealbata,Common
Neolitsea_sericea,Common
Neopanax_arboreus,Common
Neottia_ovata,Adaptable Survivor
Nepeta_nuda,Common
Nerium_oleander,Common
Nestegis_cunninghamii,Endemic
Newtonia_hildebrandtii,Relict
Nicotiana_sylvestris,Competitively Rare
Nicotiana_tabacum,Common
Nicotiana_velutina,Common
Nigella_arvensis,Adaptable Survivor
Nitraria_billardierei,Potentially Invasive
Nitraria_sibirica,Competitively Rare
Noaea_mucronata,Competitively Rare
Noccaea_alpestris,Competitively Rare
Noccaea_caerulescens,Common
Nothofagus_antarctica,Common
Nothofagus_betuloides,Common
Nothofagus_dombeyi,Common
Nothofagus_nitida,Competitively Rare
Nothofagus_pumilio,Common
Notoceras_bicorne,Competitively Rare
Nuphar_lutea,Keystone
Nuytsia_floribunda,Adaptable Survivor
Nymphoides_peltata,Adaptable Survivor
Ochna_natalitia,Competitively Rare
Ochna_pulchra,Competitively Rare
Ochna_serrulata,Common
Ocimum_basilicum,Common
Oclemena_acuminata,Common
Ocotea_aciphylla,Competitively Rare
Ocotea_cernua,Competitively Rare
Ocotea_guianensis,Competitively Rare
Ocotea_leucoxylon,Endemic
Ocotea_oblonga,Competitively Rare
Ocotea_puberula,Competitively Rare
Ocotea_pulchella,Competitively Rare
Odontites_vulgaris,Common
Oenanthe_aquatica,Common
Oenanthe_crocata,Common
Oenanthe_fistulosa,Competitively Rare
Oenanthe_lachenalii,Competitively Rare
Oenocarpus_bataua,Common
Oenocarpus_mapora,Endemic
Oenothera_curtiflora,Common
Oenothera_filiformis,Potentially Invasive
Oenothera_macrocarpa,Common
Olax_stricta,Adaptable Survivor
Olea_capensis,Competitively Rare
Olea_europaea,Common
Olea_paniculata,Common
Olearia_algida,Competitively Rare
Olearia_argophylla,Common
Olearia_elliptica,Competitively Rare
Olearia_erubescens,Common
Olearia_lirata,Common
Olearia_megalophylla,Competitively Rare
Olearia_phlogopappa,Common
Olearia_pimeleoides,Common
Olneya_tesota,Adaptable Survivor
Omphalolappula_concava,Common
Onobrychis_montana,Competitively Rare
Onobrychis_viciifolia,Potentially Invasive
Ononis_fruticosa,Common
Ononis_minutissima,Common
Ononis_pusilla,Common
Ononis_spinosa,Common
Onosma_arenaria,Competitively Rare
Ophrys_apifera,Common
Oplismenus_hirtellus,Common
Orchis_purpurea,Common
Oreobolus_distichus,Relict
Oreochloa_disticha,Competitively Rare
Oreocnide_frutescens,Relict
Origanum_vulgare,Common
Orites_lancifolius,Competitively Rare
Orlaya_grandiflora,Common
Ormosia_coccinea,Relict
Ornithogalum_pyramidale,Adaptable Survivor
Ornithogalum_umbellatum,Adaptable Survivor
Ornithopus_perpusillus,Common
Orthilia_secunda,Common
Osmanthus_fragrans,Common
Osmanthus_heterophyllus,Common
Osmorhiza_claytonii,Common
Osteocarpum_acropterum,Common
Osteophloeum_platyspermum,Relict
Ostrya_japonica,Relict
Osyris_alba,Adaptable Survivor
Ouratea_lucens,Competitively Rare
Ourisia_caespitosa,Competitively Rare
Ourisia_glandulosa,Competitively Rare
Ovidia_andina,Relict
Oxalis_magellanica,Adaptable Survivor
Oxylobium_arborescens,Adaptable Survivor
Oxytropis_maydelliana,Competitively Rare
Ozoroa_paniculosa,Competitively Rare
Ozothamnus_alpinus,Competitively Rare
Ozothamnus_diosmifolius,Common
Ozothamnus_secundiflorus,Competitively Rare
Pachira_sessilis,Competitively Rare
Packera_multilobata,Common
Packera_plattensis,Common
Paeonia_cambessedesii,Competitively Rare
Paeonia_tenuifolia,Common
Palicourea_faxlucens,Competitively Rare
Palicourea_tetragona,Competitively Rare
Pallenis_maritima,Common
Pallenis_spinosa,Common
Panicum_capillare,Common
Panicum_effusum,Common
Panicum_gilvum,Common
Panicum_repens,Potentially Invasive
Papaver_argemone,Adaptable Survivor
Papaver_commutatum,Competitively Rare
Papaver_dubium,Common
Papaver_lecoqii,Adaptable Survivor
Papaver_orientale,Common
Papaver_radicatum,Relict
Papaver_rhoeas,Common
Papaver_somniferum,Common
Pappea_capensis,Adaptable Survivor
Parahancornia_fasciculata,Relict
Parantennaria_uniceps,Competitively Rare
Parietaria_judaica,Adaptable Survivor
Paris_quadrifolia,Adaptable Survivor
Parkia_multijuga,Classically Rare
Parkia_nitida,Relict
Parkinsonia_microphylla,Adaptable Survivor
Paronychia_arabica,Relict
Paronychia_argentea,Adaptable Survivor
Paronychia_capitata,Adaptable Survivor
Paronychia_suffruticosa,Relict
Parrya_nudicaulis,Adaptable Survivor
Parsonsia_eucalyptophylla,Common
Parthenium_integrifolium,Common
Paspalidium_constrictum,Common
Pastinaca_sativa,Common
Patersonia_occidentalis,Adaptable Survivor
Pedicularis_asplenifolia,Competitively Rare
Pedicularis_capitata,Common
Pedicularis_centranthera,Common
Pedicularis_comosa,Competitively Rare
Pedicularis_kerneri,Competitively Rare
Pedicularis_lapponica,Common
Pedicularis_nordmanniana,Competitively Rare
Pedicularis_portenschlagii,Competitively Rare
Pedicularis_sceptrum-carolinum,Common
Pedicularis_tuberosa,Competitively Rare
Pedicularis_verticillata,Common
Pediomelum_esculentum,Common
Pediomelum_tenuiflorum,Common
Peganum_harmala,Adaptable Survivor
Peltogyne_venosa,Relict
Pemphis_acidula,Adaptable Survivor
Penstemon_barbatus,Common
Penstemon_linarioides,Common
Pentachondra_pumila,Common
Pentaglottis_sempervirens,Common
Pentagonia_macrophylla,Relict
Pera_glabrata,Relict
Persea_lingue,Relict
Persoonia_lanceolata,Competitively Rare
Persoonia_levis,Competitively Rare
Persoonia_linearis,Competitively Rare
Persoonia_pinifolia,Competitively Rare
Persoonia_subvelutina,Competitively Rare
Petalostigma_pubescens,Adaptable Survivor
Petasites_albus,Common
Petasites_frigidus,Common
Petasites_hybridus,Common
Petrophile_pulchella,Relict
Petrorhagia_nanteuilii,Common
Petrorhagia_prolifera,Common
Peucedanum_officinale,Competitively Rare
Phagnalon_rupestre,Common
Phagnalon_saxatile,Common
Phagnalon_sordidum,Common
Phalaris_paradoxa,Common
Phaseolus_vulgaris,Keystone
Philadelphus_microphyllus,Classically Rare
Philenoptera_violacea,Adaptable Survivor
Phillyrea_angustifolia,Common
Phillyrea_latifolia,Common
Phlegmatospermum_cochlearinum,Competitively Rare
Phleum_phleoides,Common
Phlomis_lychnitis,Common
Phlomis_purpurea,Common
Phlomoides_tuberosa,Common
Phlox_drummondii,Potentially Invasive
Phlox_hoodii,Common
Phlox_paniculata,Common
Phlox_speciosa,Adaptable Survivor
Phragmites_australis,Potentially Invasive
Phyllachne_colensoi,Competitively Rare
Phyllachne_rubra,Competitively Rare
Phyllanthus_praelongipes,Competitively Rare
Phyllocladus_trichomanoides,Keystone
Phyllodoce_caerulea,Common
Phyllota_phylicoides,Adaptable Survivor
Physalis_peruviana,Common
Phyteuma_betonicifolium,Common
Phyteuma_globulariifolium,Competitively Rare
Phyteuma_hemisphaericum,Common
Phyteuma_orbiculare,Common
Phyteuma_spicatum,Common
Phytolacca_octandra,Adaptable Survivor
Picea_obovata,Adaptable Survivor
Pieris_formosa,Competitively Rare
Pieris_japonica,Common
Pilosella_lactucella,Common
Pilosella_officinarum,Common
Pilosella_piloselloides,Common
Pimelea_drupacea,Competitively Rare
Pimelea_oreophila,Competitively Rare
Pimelea_pauciflora,Competitively Rare
Pimelea_trichostachya,Common
Pimpinella_major,Common
Pimpinella_saxifraga,Common
Pinguicula_leptoceras,Relict
Pinus_albicaulis,Potentially Invasive
Pinus_canariensis,Endemic
Pinus_cembroides,Potentially Invasive
Pinus_densiflora,Common
Pinus_edulis,Potentially Invasive
Pinus_halepensis,Potentially Invasive
Pinus_heldreichii,Competitively Rare
Pinus_jeffreyi,Potentially Invasive
Pinus_koraiensis,Potentially Invasive
Pinus_lambertiana,Potentially Invasive
Pinus_peuce,Competitively Rare
Pinus_pinaster,Potentially Invasive
Pinus_pinea,Potentially Invasive
Pinus_pumila,Common
Pinus_radiata,Potentially Invasive
Pinus_thunbergii,Common
Piper_amalago,Relict
Piscidia_piscipula,Adaptable Survivor
Pisonia_albida,Competitively Rare
Pisonia_subcordata,Competitively Rare
Pisonia_umbellifera,Relict
Pistacia_lentiscus,Common
Pistacia_terebinthus,Common
Pisum_sativum,Common
Pithecellobium_dulce,Common
Pithecellobium_unguis-cati,Competitively Rare
Pittoniotis_trichantha,Competitively Rare
Pittosporum_bicolor,Competitively Rare
Pittosporum_ferrugineum,Competitively Rare
Pittosporum_illicioides,Endemic
Pittosporum_multiflorum,Common
Pittosporum_revolutum,Common
Pittosporum_tobira,Common
Pittosporum_undulatum,Common
Planchonella_sandwicensis,Competitively Rare
Planchonia_careya,Adaptable Survivor
Plantago_afra,Common
Plantago_albicans,Common
Plantago_alpina,Competitively Rare
Plantago_argentea,Common
Plantago_asiatica,Common
Plantago_atrata,Common
Plantago_bellardii,Common
Plantago_ciliata,Competitively Rare
Plantago_coronopus,Common
Plantago_crassifolia,Competitively Rare
Plantago_euryphylla,Competitively Rare
Plantago_lanigera,Competitively Rare
Plantago_maritima,Common
Plantago_media,Common
Plantago_ovata,Common
Plantago_sempervirens,Common
Plantago_subulata,Common
Plantago_turrifera,Common
Plantago_uliginosa,Common
Platanthera_chlorantha,Common
Platanus_orientalis,Keystone
Platycladus_orientalis,Potentially Invasive
Platycodon_grandiflorus,Adaptable Survivor
Platysace_ericoides,Adaptable Survivor
Platysace_linearifolia,Relict
Pleuranthodendron_lindenii,Relict
Plumbago_auriculata,Adaptable Survivor
Plumeria_alba,Competitively Rare
Plumeria_rubra,Common
Poa_colensoi,Common
Poa_costiniana,Competitively Rare
Poa_ligularis,Competitively Rare
Podocarpus_lambertii,Competitively Rare
Podocarpus_latifolius,Common
Podocarpus_macrophyllus,Potentially Invasive
Podocarpus_neriifolius,Potentially Invasive
Podocarpus_nubigenus,Competitively Rare
Podocarpus_salignus,Competitively Rare
Podolepis_canescens,Common
Podolepis_capillaris,Common
Podolepis_robusta,Competitively Rare
Polemonium_caeruleum,Common
Polemonium_viscosum,Common
Polycnemum_arvense,Common
Polycnemum_majus,Common
Polygala_arillata,Relict
Polygala_calcarea,Adaptable Survivor
Polygala_rupestris,Adaptable Survivor
Polygala_verticillata,Adaptable Survivor
Polygala_vulgaris,Adaptable Survivor
Polygonatum_hirtum,Competitively Rare
Polygonatum_pubescens,Common
Polygonatum_verticillatum,Common
Polygonum_aviculare,Common
Polygonum_equisetiforme,Adaptable Survivor
Polyscias_sambucifolia,Common
Pomaderris_apetala,Common
Pomaderris_lanigera,Common
Pomax_umbellata,Common
Pometia_pinnata,Endemic
Pontechium_maculatum,Common
Populus_fremontii,Common
Populus_maximowiczii,Common
Poranthera_ericifolia,Relict
Poranthera_microphylla,Adaptable Survivor
Portulaca_oleracea,Adaptable Survivor
Posoqueria_latifolia,Relict
Potamogeton_berchtoldii,Common
Potamogeton_coloratus,Common
Potamogeton_natans,Common
Potamogeton_nodosus,Potentially Invasive
Potamogeton_obtusifolius,Potentially Invasive
Potentilla_alba,Adaptable Survivor
Potentilla_anserina,Adaptable Survivor
Potentilla_aurea,Adaptable Survivor
Potentilla_clusiana,Relict
Potentilla_crantzii,Adaptable Survivor
Potentilla_crinita,Relict
Potentilla_erecta,Adaptable Survivor
Potentilla_frigida,Relict
Potentilla_grandiflora,Relict
Potentilla_heptaphylla,Adaptable Survivor
Potentilla_hippiana,Adaptable Survivor
Potentilla_incana,Adaptable Survivor
Potentilla_nivea,Relict
Potentilla_recta,Adaptable Survivor
Potentilla_sterilis,Adaptable Survivor
Potentilla_tabernaemontani,Adaptable Survivor
Poulsenia_armata,Endemic
Pourouma_bicolor,Common
Pouteria_bangii,Competitively Rare
Pouteria_cladantha,Endemic
Pouteria_engleri,Competitively Rare
Pouteria_glomerata,Endemic
Pouteria_jariensis,Competitively Rare
Pouteria_reticulata,Competitively Rare
Pouteria_stipitata,Competitively Rare
Primula_clusiana,Competitively Rare
Primula_elatior,Common
Primula_farinosa,Common
Primula_glutinosa,Competitively Rare
Primula_integrifolia,Competitively Rare
Primula_macrophylla,Relict
Primula_minima,Competitively Rare
Primula_veris,Common
Pringlea_antiscorbutica,Competitively Rare
Prosopis_glandulosa,Adaptable Survivor
Prostanthera_cuneata,Competitively Rare
Prostanthera_lasianthos,Common
Protea_cynaroides,Competitively Rare
Protea_laurifolia,Competitively Rare
Protea_lepidocarpodendron,Competitively Rare
Protea_repens,Competitively Rare
Protium_hebetatum,Competitively Rare
Protium_heptaphyllum,Competitively Rare
Protium_sagotianum,Competitively Rare
Protium_subserratum,Competitively Rare
Protium_tenuifolium,Competitively Rare
Prumnopitys_andina,Relict
Prunella_grandiflora,Common
Prunella_laciniata,Common
Prunus_caroliniana,Keystone
Prunus_cerasifera,Potentially Invasive
Prunus_fruticosa,Common
Prunus_laurocerasus,Potentially Invasive
Prunus_lusitanica,Common
Prunus_mahaleb,Potentially Invasive
Prunus_prostrata,Adaptable Survivor
Prunus_sargentii,Common
Prunus_spinosa,Common
Prunus_tenella,Potentially Invasive
Pseudocherleria_aizoides,Relict
Pseudofumaria_lutea,Adaptable Survivor
Pseudolachnostylis_maprouneifolia,Relict
Pseudolmedia_glabrata,Classically Rare
Pseudolmedia_laevis,Classically Rare
Pseudopiptadenia_psilostachya,Relict
Psychotria_chagrensis,Competitively Rare
Psychotria_grandis,Competitively Rare
Psychotria_horizontalis,Competitively Rare
Psychotria_limonensis,Competitively Rare
Psychotria_loniceroides,Common
Psychotria_marginata,Competitively Rare
Psychotria_micrantha,Competitively Rare
Psychotria_psychotriifolia,Competitively Rare
Psychotria_racemosa,Competitively Rare
Psychotria_serpens,Competitively Rare
Pterocarpus_marsupium,Classically Rare
Pterocarpus_rotundifolius,Relict
